CO2 per 1000,Type,Year,Region
0.000186038,Industrial Combustion (Energy) (Mt CO2e),1986,Africa
,Transport (Energy) (Mt CO2e),1963,Oceania
5.355270128e-06,Agriculture (Mt CO2e),2002,Africa
,Power Industry (Energy) (Mt CO2e),1969,Middle East
5.160090203e-06,Agriculture (Mt CO2e),1973,Africa
4.267106746e-06,Waste (Mt CO2e),1990,Oceania
0.002846156,Power Industry (Energy) (Mt CO2e),2022,Middle East
0.000721713,Building (Energy) (Mt CO2e),1978,Oceania
2.200986075e-06,Waste (Mt CO2e),2012,Asia
1.438701801e-06,Waste (Mt CO2e),1991,Asia
0.000333221,Industrial Processes (Mt CO2e),1985,The Americas
1.409462023e-06,Waste (Mt CO2e),1990,Asia
5.722985689e-07,Waste (Mt CO2e),1997,The Americas
0.002808920,Transport (Energy) (Mt CO2e),1995,Oceania
0.002896238,Transport (Energy) (Mt CO2e),2008,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1968,Middle East
0.000351360,Industrial Processes (Mt CO2e),1994,The Americas
0.003908898,Power Industry (Energy) (Mt CO2e),1989,Europe
3.914663126e-06,Waste (Mt CO2e),1998,Oceania
0.000266224,Transport (Energy) (Mt CO2e),2021,Africa
2.750488332e-05,Agriculture (Mt CO2e),2021,Europe
0.000219096,Transport (Energy) (Mt CO2e),1994,Asia
5.593326104e-06,Agriculture (Mt CO2e),2017,Africa
0.001367479,Industrial Combustion (Energy) (Mt CO2e),2023,Middle East
0.000481651,Industrial Processes (Mt CO2e),1993,Europe
0.000726979,Building (Energy) (Mt CO2e),1977,Oceania
0.000252135,Industrial Processes (Mt CO2e),1975,Middle East
,Transport (Energy) (Mt CO2e),1969,Asia
5.005450911e-06,Agriculture (Mt CO2e),2024,Africa
0.001324877,Transport (Energy) (Mt CO2e),1987,Europe
0.000283092,Building (Energy) (Mt CO2e),1998,Asia
1.446600425e-06,Waste (Mt CO2e),1977,Asia
,Fugitive Emissions (Energy) (Mt CO2e),1967,Europe
0.000228468,Transport (Energy) (Mt CO2e),2009,Africa
0.000991868,Industrial Combustion (Energy) (Mt CO2e),1995,The Americas
0.000194803,Industrial Processes (Mt CO2e),1994,Asia
0.000254481,Fugitive Emissions (Energy) (Mt CO2e),1981,Africa
0.001151148,Industrial Combustion (Energy) (Mt CO2e),1994,Europe
0.000524921,Industrial Processes (Mt CO2e),1994,Oceania
0.002356503,Industrial Combustion (Energy) (Mt CO2e),1975,Oceania
0.001098947,Industrial Combustion (Energy) (Mt CO2e),2004,Europe
,Industrial Processes (Mt CO2e),1968,Africa
0.000786292,Building (Energy) (Mt CO2e),2000,Middle East
0.002797783,Transport (Energy) (Mt CO2e),2014,Oceania
0.000767961,Industrial Combustion (Energy) (Mt CO2e),2018,The Americas
0.000817316,Industrial Processes (Mt CO2e),2021,Middle East
8.858816397e-05,Industrial Processes (Mt CO2e),2020,Africa
0.000704672,Industrial Processes (Mt CO2e),1977,Europe
1.537305333e-05,Agriculture (Mt CO2e),1983,Middle East
0.000884307,Fugitive Emissions (Energy) (Mt CO2e),1971,The Americas
,Agriculture (Mt CO2e),1964,Africa
0.001258152,Building (Energy) (Mt CO2e),2008,Europe
0.001650714,Industrial Combustion (Energy) (Mt CO2e),1989,Europe
0.000790017,Fugitive Emissions (Energy) (Mt CO2e),1980,Oceania
4.176457948e-06,Waste (Mt CO2e),1985,Oceania
0.000392722,Power Industry (Energy) (Mt CO2e),2010,Africa
8.981574287e-06,Agriculture (Mt CO2e),1978,Asia
0.000931325,Industrial Combustion (Energy) (Mt CO2e),2016,Europe
0.000301009,Building (Energy) (Mt CO2e),1979,Asia
,Industrial Combustion (Energy) (Mt CO2e),1967,Middle East
4.032368351e-06,Waste (Mt CO2e),1981,Europe
0.000118792,Industrial Processes (Mt CO2e),1972,Asia
,Power Industry (Energy) (Mt CO2e),1967,Middle East
2.470760941e-09,Waste (Mt CO2e),2007,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1966,Africa
9.353319752e-09,Waste (Mt CO2e),2008,Africa
,Industrial Processes (Mt CO2e),1965,Asia
3.649980854e-06,Waste (Mt CO2e),2013,Europe
,Transport (Energy) (Mt CO2e),1963,Asia
4.044075332e-06,Waste (Mt CO2e),1977,Oceania
,Agriculture (Mt CO2e),1965,Oceania
3.349499639e-05,Agriculture (Mt CO2e),1974,Europe
0.000126978,Industrial Combustion (Energy) (Mt CO2e),2001,Africa
7.729718339e-05,Industrial Processes (Mt CO2e),2003,Africa
0.001856691,Industrial Combustion (Energy) (Mt CO2e),1978,The Americas
9.943428155e-07,Waste (Mt CO2e),2018,The Americas
,Power Industry (Energy) (Mt CO2e),1964,Oceania
0.000646123,Fugitive Emissions (Energy) (Mt CO2e),2013,The Americas
1.890223571e-05,Agriculture (Mt CO2e),2004,Asia
5.037708889e-06,Agriculture (Mt CO2e),2013,Africa
,Power Industry (Energy) (Mt CO2e),1969,Asia
0.000751747,Industrial Combustion (Energy) (Mt CO2e),2005,Asia
4.233536893e-05,Agriculture (Mt CO2e),1981,Europe
0.000723288,Fugitive Emissions (Energy) (Mt CO2e),1992,Middle East
,Industrial Processes (Mt CO2e),1963,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1960,Oceania
0.000908844,Industrial Combustion (Energy) (Mt CO2e),1993,Middle East
0.001967737,Industrial Combustion (Energy) (Mt CO2e),1979,The Americas
0.000459433,Industrial Combustion (Energy) (Mt CO2e),1983,Asia
3.113032618e-05,Agriculture (Mt CO2e),2022,The Americas
,Transport (Energy) (Mt CO2e),1967,Asia
0.000233240,Transport (Energy) (Mt CO2e),1995,Asia
0.002614235,Power Industry (Energy) (Mt CO2e),2009,Middle East
2.786409175e-05,Agriculture (Mt CO2e),1991,Oceania
0.000145204,Fugitive Emissions (Energy) (Mt CO2e),2019,Africa
,Building (Energy) (Mt CO2e),2025,Africa
,Agriculture (Mt CO2e),1963,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1967,Africa
1.152474798e-08,Waste (Mt CO2e),2019,Africa
0.001178797,Transport (Energy) (Mt CO2e),1983,Middle East
6.299411707e-05,Industrial Processes (Mt CO2e),1984,Africa
0.000487269,Industrial Processes (Mt CO2e),1988,Oceania
0.000161215,Transport (Energy) (Mt CO2e),1980,Asia
8.069552025e-05,Building (Energy) (Mt CO2e),1999,Africa
,Industrial Processes (Mt CO2e),1964,Europe
8.911879770e-05,Industrial Processes (Mt CO2e),2014,Africa
0.001565526,Building (Energy) (Mt CO2e),1993,Europe
0.001841918,Industrial Combustion (Energy) (Mt CO2e),1991,Oceania
3.128235950e-05,Agriculture (Mt CO2e),2016,Europe
0.000866025,Transport (Energy) (Mt CO2e),1980,Middle East
0.000565843,Building (Energy) (Mt CO2e),1979,Middle East
0.000824308,Fugitive Emissions (Energy) (Mt CO2e),1976,The Americas
0.000374739,Industrial Processes (Mt CO2e),1980,The Americas
0.001844906,Industrial Combustion (Energy) (Mt CO2e),1976,The Americas
,Building (Energy) (Mt CO2e),1963,Europe
,Industrial Combustion (Energy) (Mt CO2e),1964,Europe
0.002835079,Transport (Energy) (Mt CO2e),2001,Oceania
0.000656668,Fugitive Emissions (Energy) (Mt CO2e),2005,Europe
1.588121795e-06,Waste (Mt CO2e),2024,Oceania
0.001882862,Power Industry (Energy) (Mt CO2e),2023,The Americas
4.328648164e-05,Agriculture (Mt CO2e),1986,Europe
9.389234486e-05,Industrial Processes (Mt CO2e),2019,Africa
0.001911555,Building (Energy) (Mt CO2e),1984,Europe
,Building (Energy) (Mt CO2e),1969,Europe
5.646078194e-05,Agriculture (Mt CO2e),2008,Oceania
,Building (Energy) (Mt CO2e),1968,Asia
7.034632402e-07,Waste (Mt CO2e),2008,The Americas
,Transport (Energy) (Mt CO2e),1965,Africa
0.000125789,Industrial Combustion (Energy) (Mt CO2e),2013,Africa
0.000117741,Fugitive Emissions (Energy) (Mt CO2e),1987,Asia
0.005006567,Power Industry (Energy) (Mt CO2e),1989,Oceania
0.001767111,Industrial Combustion (Energy) (Mt CO2e),1975,The Americas
0.000623582,Fugitive Emissions (Energy) (Mt CO2e),2011,The Americas
0.003205499,Power Industry (Energy) (Mt CO2e),2011,Europe
3.149375808e-09,Waste (Mt CO2e),1981,Middle East
1.802922982e-05,Agriculture (Mt CO2e),1979,Oceania
9.814960283e-09,Waste (Mt CO2e),2010,Africa
0.000591066,Industrial Processes (Mt CO2e),2007,Middle East
6.527512297e-07,Waste (Mt CO2e),2001,The Americas
6.555172546e-06,Agriculture (Mt CO2e),1972,Asia
0.001024548,Industrial Combustion (Energy) (Mt CO2e),1998,The Americas
0.000292993,Power Industry (Energy) (Mt CO2e),1977,Africa
8.996116878e-05,Agriculture (Mt CO2e),2017,Oceania
6.019496355e-06,Agriculture (Mt CO2e),1981,Africa
4.590002964e-07,Waste (Mt CO2e),1980,The Americas
5.141450412e-06,Agriculture (Mt CO2e),2020,Africa
0.001138810,Industrial Combustion (Energy) (Mt CO2e),1991,The Americas
0.000996397,Industrial Combustion (Energy) (Mt CO2e),2000,Middle East
1.816936734e-05,Agriculture (Mt CO2e),1986,Oceania
0.000247974,Fugitive Emissions (Energy) (Mt CO2e),2019,Asia
0.000192725,Transport (Energy) (Mt CO2e),1997,Africa
0.001752864,Industrial Combustion (Energy) (Mt CO2e),1984,Europe
0.001430880,Industrial Combustion (Energy) (Mt CO2e),2015,Middle East
2.464336249e-09,Waste (Mt CO2e),2023,Middle East
0.000468065,Industrial Combustion (Energy) (Mt CO2e),1999,Asia
0.000224461,Fugitive Emissions (Energy) (Mt CO2e),2006,Africa
0.000234426,Industrial Processes (Mt CO2e),1971,Middle East
0.000604593,Building (Energy) (Mt CO2e),1994,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1960,Asia
0.000502202,Industrial Combustion (Energy) (Mt CO2e),1979,Asia
0.002860372,Power Industry (Energy) (Mt CO2e),2021,Middle East
,Power Industry (Energy) (Mt CO2e),1966,The Americas
0.001832325,Power Industry (Energy) (Mt CO2e),2017,Asia
2.087488923e-05,Agriculture (Mt CO2e),1970,Oceania
0.004153951,Power Industry (Energy) (Mt CO2e),1981,Oceania
0.000330846,Power Industry (Energy) (Mt CO2e),1992,Africa
0.000555942,Industrial Processes (Mt CO2e),1999,Oceania
7.362596641e-09,Waste (Mt CO2e),1989,Africa
4.079238488e-06,Waste (Mt CO2e),1983,Europe
0.001093324,Transport (Energy) (Mt CO2e),1975,Europe
,Industrial Processes (Mt CO2e),1967,Africa
,Industrial Processes (Mt CO2e),1969,Asia
0.001457657,Industrial Combustion (Energy) (Mt CO2e),2006,Oceania
0.002653351,Transport (Energy) (Mt CO2e),1991,Oceania
0.000456111,Transport (Energy) (Mt CO2e),2015,Asia
1.246533545e-05,Agriculture (Mt CO2e),1980,Middle East
0.002434300,Transport (Energy) (Mt CO2e),2022,Oceania
9.316966098e-06,Agriculture (Mt CO2e),1970,Middle East
,Industrial Processes (Mt CO2e),1963,The Americas
0.000613682,Fugitive Emissions (Energy) (Mt CO2e),1987,Europe
,Industrial Combustion (Energy) (Mt CO2e),1961,Africa
0.000623523,Fugitive Emissions (Energy) (Mt CO2e),2000,Europe
0.000341803,Industrial Processes (Mt CO2e),1988,The Americas
0.000525922,Industrial Processes (Mt CO2e),2005,Middle East
,Waste (Mt CO2e),1963,Middle East
0.000168802,Transport (Energy) (Mt CO2e),1986,Africa
2.355462223e-09,Waste (Mt CO2e),2017,Middle East
0.003669799,Power Industry (Energy) (Mt CO2e),1984,Europe
2.224844696e-09,Waste (Mt CO2e),2021,Middle East
6.670526507e-05,Industrial Processes (Mt CO2e),1976,Africa
2.690859474e-09,Waste (Mt CO2e),2004,Middle East
0.000117859,Industrial Processes (Mt CO2e),1974,Asia
,Building (Energy) (Mt CO2e),1964,Asia
0.000280624,Power Industry (Energy) (Mt CO2e),1972,Asia
0.000280222,Building (Energy) (Mt CO2e),1996,Asia
0.000636728,Industrial Processes (Mt CO2e),1983,Europe
0.000779300,Fugitive Emissions (Energy) (Mt CO2e),1996,Middle East
0.001805044,Industrial Combustion (Energy) (Mt CO2e),1992,Oceania
0.000429217,Transport (Energy) (Mt CO2e),2013,Asia
0.000931783,Building (Energy) (Mt CO2e),2008,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1968,Asia
3.272856295e-09,Waste (Mt CO2e),1996,Middle East
,Building (Energy) (Mt CO2e),1965,Middle East
,Agriculture (Mt CO2e),1963,Asia
0.005145267,Power Industry (Energy) (Mt CO2e),2016,Oceania
,Transport (Energy) (Mt CO2e),1968,Middle East
8.319581896e-05,Building (Energy) (Mt CO2e),1996,Africa
0.002886308,Transport (Energy) (Mt CO2e),2011,Oceania
,Industrial Processes (Mt CO2e),1966,Europe
1.426997266e-06,Waste (Mt CO2e),1986,Asia
0.001917463,Building (Energy) (Mt CO2e),1970,Europe
,Power Industry (Energy) (Mt CO2e),1969,The Americas
0.002029050,Building (Energy) (Mt CO2e),1970,The Americas
0.000408114,Power Industry (Energy) (Mt CO2e),2008,Africa
4.653334246e-06,Agriculture (Mt CO2e),1978,Africa
0.002881005,Transport (Energy) (Mt CO2e),2006,Oceania
0.000398630,Industrial Processes (Mt CO2e),1995,Middle East
,Building (Energy) (Mt CO2e),1964,Oceania
0.000798768,Industrial Processes (Mt CO2e),2018,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1969,Oceania
0.000340793,Industrial Processes (Mt CO2e),2024,Oceania
2.050796028e-05,Agriculture (Mt CO2e),1985,The Americas
0.001026872,Transport (Energy) (Mt CO2e),1982,Middle East
8.636746291e-05,Building (Energy) (Mt CO2e),1987,Africa
,Waste (Mt CO2e),1968,The Americas
0.004105521,Power Industry (Energy) (Mt CO2e),2021,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1967,Oceania
1.665543434e-05,Agriculture (Mt CO2e),2018,Asia
0.000902445,Power Industry (Energy) (Mt CO2e),1981,Middle East
5.837119378e-05,Agriculture (Mt CO2e),2009,Oceania
0.000127342,Fugitive Emissions (Energy) (Mt CO2e),2023,Africa
0.000371665,Power Industry (Energy) (Mt CO2e),1998,Africa
,Industrial Processes (Mt CO2e),2025,Europe
1.306985859e-05,Agriculture (Mt CO2e),1984,Asia
4.701335680e-06,Agriculture (Mt CO2e),1992,Africa
,Waste (Mt CO2e),1964,Africa
0.000645153,Fugitive Emissions (Energy) (Mt CO2e),1994,The Americas
,Industrial Processes (Mt CO2e),1960,Asia
0.000736574,Fugitive Emissions (Energy) (Mt CO2e),1994,Oceania
4.812407677e-05,Agriculture (Mt CO2e),1997,Oceania
0.000173084,Transport (Energy) (Mt CO2e),1988,Africa
,Industrial Combustion (Energy) (Mt CO2e),1962,Oceania
,Power Industry (Energy) (Mt CO2e),1961,Africa
2.680151958e-09,Waste (Mt CO2e),1995,Middle East
0.000174469,Transport (Energy) (Mt CO2e),1994,Africa
0.002973710,Power Industry (Energy) (Mt CO2e),1972,Oceania
6.182324382e-05,Industrial Processes (Mt CO2e),1989,Africa
0.000295320,Industrial Processes (Mt CO2e),2005,Asia
0.000606019,Building (Energy) (Mt CO2e),1993,Oceania
0.000792103,Fugitive Emissions (Energy) (Mt CO2e),1977,Oceania
0.001146122,Building (Energy) (Mt CO2e),2018,Europe
0.000348858,Power Industry (Energy) (Mt CO2e),1996,Africa
,Industrial Processes (Mt CO2e),1967,The Americas
0.000682695,Fugitive Emissions (Energy) (Mt CO2e),2001,Oceania
,Transport (Energy) (Mt CO2e),1967,Middle East
0.000202442,Fugitive Emissions (Energy) (Mt CO2e),2009,Asia
,Fugitive Emissions (Energy) (Mt CO2e),2025,The Americas
,Agriculture (Mt CO2e),1966,Asia
0.002346024,Power Industry (Energy) (Mt CO2e),2018,The Americas
2.099895182e-06,Waste (Mt CO2e),1998,Asia
2.627960191e-06,Waste (Mt CO2e),2007,Oceania
9.410674543e-05,Agriculture (Mt CO2e),2021,Oceania
8.847134719e-05,Building (Energy) (Mt CO2e),2016,Africa
8.320393363e-05,Building (Energy) (Mt CO2e),2021,Africa
2.229412987e-05,Agriculture (Mt CO2e),2006,Europe
,Agriculture (Mt CO2e),1967,Europe
,Power Industry (Energy) (Mt CO2e),1961,Asia
5.342837557e-09,Waste (Mt CO2e),1971,Africa
,Waste (Mt CO2e),1968,Africa
0.002203979,Transport (Energy) (Mt CO2e),1974,Oceania
0.000345746,Transport (Energy) (Mt CO2e),1971,Middle East
0.000235862,Industrial Processes (Mt CO2e),1973,Middle East
0.000151503,Transport (Energy) (Mt CO2e),1971,Africa
0.000516485,Building (Energy) (Mt CO2e),1977,Middle East
0.000212503,Power Industry (Energy) (Mt CO2e),1972,Africa
,Building (Energy) (Mt CO2e),1969,The Americas
0.000839322,Fugitive Emissions (Energy) (Mt CO2e),2007,Middle East
0.002086805,Power Industry (Energy) (Mt CO2e),2021,The Americas
0.002658236,Power Industry (Energy) (Mt CO2e),1970,Europe
,Agriculture (Mt CO2e),1962,Africa
,Fugitive Emissions (Energy) (Mt CO2e),1964,Africa
,Waste (Mt CO2e),1964,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1967,Asia
,Waste (Mt CO2e),1969,Europe
,Transport (Energy) (Mt CO2e),1961,Oceania
1.425257079e-05,Agriculture (Mt CO2e),1993,Asia
0.002160353,Power Industry (Energy) (Mt CO2e),2022,Asia
0.000708495,Power Industry (Energy) (Mt CO2e),1995,Asia
0.000881462,Building (Energy) (Mt CO2e),2014,The Americas
0.003189025,Power Industry (Energy) (Mt CO2e),2000,Europe
0.000768485,Building (Energy) (Mt CO2e),1998,Middle East
0.000777923,Building (Energy) (Mt CO2e),2020,The Americas
,Waste (Mt CO2e),1963,Africa
3.944462512e-06,Waste (Mt CO2e),1977,Europe
,Fugitive Emissions (Energy) (Mt CO2e),1963,Oceania
5.612892662e-06,Agriculture (Mt CO2e),2001,Africa
0.000720569,Industrial Combustion (Energy) (Mt CO2e),2024,The Americas
0.000854506,Industrial Combustion (Energy) (Mt CO2e),2007,Asia
,Agriculture (Mt CO2e),1967,Oceania
2.401751230e-05,Agriculture (Mt CO2e),2003,The Americas
0.002074768,Building (Energy) (Mt CO2e),1980,Europe
6.099004109e-06,Agriculture (Mt CO2e),1986,Africa
0.002499800,Industrial Combustion (Energy) (Mt CO2e),1970,Oceania
0.000199421,Industrial Combustion (Energy) (Mt CO2e),1972,Africa
0.000236416,Industrial Combustion (Energy) (Mt CO2e),1977,Africa
1.822636892e-05,Agriculture (Mt CO2e),2014,Asia
8.996711696e-05,Industrial Processes (Mt CO2e),2015,Africa
5.077582181e-06,Agriculture (Mt CO2e),2005,Africa
1.427003341e-06,Waste (Mt CO2e),1973,Asia
0.000273634,Power Industry (Energy) (Mt CO2e),1975,Africa
,Fugitive Emissions (Energy) (Mt CO2e),1968,Middle East
3.968264624e-06,Waste (Mt CO2e),1978,Europe
0.000661100,Industrial Processes (Mt CO2e),1981,Europe
3.855076818e-06,Waste (Mt CO2e),2011,Europe
,Industrial Combustion (Energy) (Mt CO2e),1966,Africa
0.000954134,Industrial Combustion (Energy) (Mt CO2e),2019,Europe
0.002042907,Industrial Combustion (Energy) (Mt CO2e),1974,The Americas
0.000860096,Fugitive Emissions (Energy) (Mt CO2e),2000,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1963,Asia
0.001401030,Industrial Combustion (Energy) (Mt CO2e),1983,The Americas
0.000467062,Industrial Processes (Mt CO2e),2024,Asia
1.519015034e-05,Agriculture (Mt CO2e),1991,Asia
0.000387650,Industrial Processes (Mt CO2e),2010,Asia
,Waste (Mt CO2e),1960,Europe
0.003846428,Power Industry (Energy) (Mt CO2e),1988,Europe
3.835112042e-06,Waste (Mt CO2e),2000,Oceania
0.000923708,Industrial Combustion (Energy) (Mt CO2e),2022,Europe
0.003146675,Power Industry (Energy) (Mt CO2e),1999,Europe
0.000630092,Fugitive Emissions (Energy) (Mt CO2e),1995,The Americas
,Transport (Energy) (Mt CO2e),1964,Oceania
0.000291346,Building (Energy) (Mt CO2e),2004,Asia
0.000410532,Power Industry (Energy) (Mt CO2e),1984,Asia
1.433977343e-06,Waste (Mt CO2e),1984,Asia
0.000858006,Power Industry (Energy) (Mt CO2e),2001,Asia
0.000658221,Fugitive Emissions (Energy) (Mt CO2e),1981,The Americas
0.003675117,Power Industry (Energy) (Mt CO2e),1980,Europe
,Building (Energy) (Mt CO2e),1964,Africa
1.663528586e-05,Agriculture (Mt CO2e),1989,Middle East
0.000855634,Building (Energy) (Mt CO2e),2018,The Americas
0.000604063,Building (Energy) (Mt CO2e),1983,Middle East
4.143221633e-05,Agriculture (Mt CO2e),1988,Europe
0.000319303,Industrial Processes (Mt CO2e),2016,The Americas
0.002777601,Power Industry (Energy) (Mt CO2e),2020,Middle East
3.836102029e-09,Waste (Mt CO2e),1997,Middle East
0.000436448,Industrial Processes (Mt CO2e),2016,Oceania
0.000339795,Power Industry (Energy) (Mt CO2e),1993,Africa
0.000801957,Fugitive Emissions (Energy) (Mt CO2e),1985,Oceania
0.000415631,Industrial Processes (Mt CO2e),2011,Asia
0.000744998,Industrial Combustion (Energy) (Mt CO2e),2022,The Americas
0.000976312,Industrial Combustion (Energy) (Mt CO2e),1992,Middle East
0.000626895,Fugitive Emissions (Energy) (Mt CO2e),1993,Europe
4.364447566e-06,Agriculture (Mt CO2e),2011,Africa
0.000895521,Building (Energy) (Mt CO2e),2010,The Americas
5.886306744e-05,Industrial Processes (Mt CO2e),1993,Africa
0.000953248,Building (Energy) (Mt CO2e),2007,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1967,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1968,Africa
,Agriculture (Mt CO2e),1964,Middle East
,Power Industry (Energy) (Mt CO2e),1964,Asia
5.689047154e-05,Agriculture (Mt CO2e),2007,Oceania
0.000934291,Industrial Combustion (Energy) (Mt CO2e),2003,The Americas
,Industrial Processes (Mt CO2e),1962,Africa
,Building (Energy) (Mt CO2e),1962,Africa
0.000495114,Industrial Combustion (Energy) (Mt CO2e),1977,Asia
0.001410153,Building (Energy) (Mt CO2e),1995,Europe
0.000763970,Industrial Combustion (Energy) (Mt CO2e),1985,Middle East
0.001739118,Transport (Energy) (Mt CO2e),2015,Middle East
3.677896021e-06,Waste (Mt CO2e),2015,Europe
,Industrial Processes (Mt CO2e),1967,Oceania
5.587728254e-06,Agriculture (Mt CO2e),1970,Africa
0.000138959,Industrial Combustion (Energy) (Mt CO2e),2006,Africa
,Power Industry (Energy) (Mt CO2e),1963,Africa
,Agriculture (Mt CO2e),1968,Middle East
0.002616217,Transport (Energy) (Mt CO2e),1986,Oceania
0.000153298,Fugitive Emissions (Energy) (Mt CO2e),2017,Africa
,Agriculture (Mt CO2e),1965,Asia
,Fugitive Emissions (Energy) (Mt CO2e),1963,Europe
,Transport (Energy) (Mt CO2e),1964,Europe
0.000193711,Industrial Combustion (Energy) (Mt CO2e),1971,Africa
0.000242107,Fugitive Emissions (Energy) (Mt CO2e),2013,Asia
0.005025216,Power Industry (Energy) (Mt CO2e),2014,Oceania
8.688408393e-05,Industrial Processes (Mt CO2e),2006,Africa
0.000929278,Industrial Combustion (Energy) (Mt CO2e),2010,Europe
0.000480232,Industrial Processes (Mt CO2e),2023,Asia
0.000359158,Power Industry (Energy) (Mt CO2e),1997,Africa
0.000740680,Industrial Combustion (Energy) (Mt CO2e),2019,The Americas
0.000993295,Fugitive Emissions (Energy) (Mt CO2e),2021,Middle East
0.000481316,Industrial Processes (Mt CO2e),1985,Oceania
2.266232741e-06,Waste (Mt CO2e),2012,Oceania
0.000498907,Fugitive Emissions (Energy) (Mt CO2e),2013,Europe
9.212028946e-05,Building (Energy) (Mt CO2e),2011,Africa
4.132183465e-06,Agriculture (Mt CO2e),2012,Africa
0.000543333,Fugitive Emissions (Energy) (Mt CO2e),2015,Europe
1.134391562e-05,Agriculture (Mt CO2e),1982,Asia
0.000185546,Transport (Energy) (Mt CO2e),1996,Africa
1.417417077e-06,Waste (Mt CO2e),1988,Asia
0.001827423,Building (Energy) (Mt CO2e),1974,The Americas
0.000950284,Industrial Combustion (Energy) (Mt CO2e),2014,Europe
0.000785892,Building (Energy) (Mt CO2e),2003,Middle East
4.881951072e-07,Waste (Mt CO2e),1985,The Americas
1.717168109e-05,Agriculture (Mt CO2e),1997,Asia
0.000373552,Power Industry (Energy) (Mt CO2e),1978,Asia
0.000685800,Fugitive Emissions (Energy) (Mt CO2e),1978,Europe
0.000455951,Transport (Energy) (Mt CO2e),2020,Asia
0.000826902,Industrial Combustion (Energy) (Mt CO2e),2013,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1968,Europe
5.829776024e-07,Waste (Mt CO2e),1994,The Americas
0.000430287,Power Industry (Energy) (Mt CO2e),1974,Middle East
0.000228756,Fugitive Emissions (Energy) (Mt CO2e),2015,Asia
,Agriculture (Mt CO2e),1968,Oceania
0.000353165,Industrial Processes (Mt CO2e),2007,The Americas
,Industrial Processes (Mt CO2e),1961,Asia
,Agriculture (Mt CO2e),1961,Europe
0.000366757,Industrial Processes (Mt CO2e),1997,Middle East
4.148902905e-07,Waste (Mt CO2e),1970,The Americas
0.001617986,Building (Energy) (Mt CO2e),1979,The Americas
2.126364111e-06,Waste (Mt CO2e),2001,Asia
1.837395289e-05,Agriculture (Mt CO2e),1983,The Americas
,Waste (Mt CO2e),1961,Oceania
0.001037648,Industrial Combustion (Energy) (Mt CO2e),2002,Middle East
0.000208418,Industrial Processes (Mt CO2e),1998,Asia
0.000355510,Power Industry (Energy) (Mt CO2e),1970,Middle East
0.003852902,Power Industry (Energy) (Mt CO2e),2022,Oceania
0.000397271,Industrial Processes (Mt CO2e),1998,Middle East
9.940191417e-05,Building (Energy) (Mt CO2e),2014,Africa
0.000247560,Transport (Energy) (Mt CO2e),1997,Asia
0.001489684,Transport (Energy) (Mt CO2e),2000,Europe
,Fugitive Emissions (Energy) (Mt CO2e),1960,Oceania
0.001768495,Industrial Combustion (Energy) (Mt CO2e),1983,Europe
0.004571000,Power Industry (Energy) (Mt CO2e),2019,Oceania
0.001556597,Transport (Energy) (Mt CO2e),2015,Europe
0.000139294,Industrial Combustion (Energy) (Mt CO2e),2009,Africa
0.000931792,Fugitive Emissions (Energy) (Mt CO2e),2019,Oceania
0.002647767,Transport (Energy) (Mt CO2e),1996,The Americas
0.000954673,Fugitive Emissions (Energy) (Mt CO2e),2020,Middle East
1.460135345e-05,Agriculture (Mt CO2e),1990,Middle East
0.000152828,Transport (Energy) (Mt CO2e),1977,Asia
,Waste (Mt CO2e),1961,Middle East
,Building (Energy) (Mt CO2e),1967,Europe
7.997600013e-09,Waste (Mt CO2e),1994,Africa
0.000796774,Fugitive Emissions (Energy) (Mt CO2e),2002,Middle East
1.494451867e-05,Agriculture (Mt CO2e),1993,Middle East
0.000711145,Industrial Processes (Mt CO2e),1978,Europe
0.001513390,Transport (Energy) (Mt CO2e),2001,Europe
,Agriculture (Mt CO2e),2025,Oceania
,Waste (Mt CO2e),1967,Africa
0.000177961,Fugitive Emissions (Energy) (Mt CO2e),2012,Africa
0.000286880,Power Industry (Energy) (Mt CO2e),1970,Asia
0.000489419,Industrial Processes (Mt CO2e),2019,Asia
0.000999762,Industrial Combustion (Energy) (Mt CO2e),1994,Middle East
0.000786737,Fugitive Emissions (Energy) (Mt CO2e),2016,Oceania
0.000717933,Fugitive Emissions (Energy) (Mt CO2e),2005,Oceania
8.452918810e-05,Building (Energy) (Mt CO2e),1995,Africa
0.003373318,Power Industry (Energy) (Mt CO2e),2005,The Americas
0.000603083,Building (Energy) (Mt CO2e),1984,Oceania
0.000258159,Industrial Processes (Mt CO2e),2003,Asia
1.676665229e-05,Agriculture (Mt CO2e),2022,Asia
,Power Industry (Energy) (Mt CO2e),1968,Asia
